BATHRM,HF_BATHRM,AC,BEDRM,STORIES,PRICE,CNDTN,LANDAREA,FULLADDRESS,ASSESSMENT_NBHD,WARD,QUADRANT
2,0,Y,3,1,168000,Very Good,4066,50 MISSISSIPPI AVENUE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,377333,Excellent,2287,1018 WAHLER PLACE SE,Congress Heights,Ward 8,SE
2,0,Y,2,2,369900,Average,2093,3422 23RD STREET SE,Randle Heights,Ward 8,SE
1,1,N,3,2,225000,Average,2420,645 BRANDYWINE STREET SE,Congress Heights,Ward 8,SE
1,1,Y,3,2,369900,Very Good,2464,714 CHESAPEAKE STREET SE,Congress Heights,Ward 8,SE
3,1,Y,4,2,415000,Excellent,1408,835 MARJORIE COURT SE,Congress Heights,Ward 8,SE
1,1,N,3,2,200000,Average,4407,1005 CONGRESS STREET SE,Congress Heights,Ward 8,SE
4,1,Y,3,3,425000,Very Good,1183,3432 10TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,202500,Very Good,1196,3430 10TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,344300,Very Good,1237,3416 10TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,405150,Very Good,2538,3414 10TH PLACE SE,Congress Heights,Ward 8,SE
4,1,Y,3,3,443740,Very Good,1924,3408 10TH PLACE SE,Congress Heights,Ward 8,SE
2,1,Y,3,3,439505,Very Good,1711,3406 10TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,202500,Very Good,1544,3404 10TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,409260,Very Good,2390,3400 10TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,438890,Very Good,2270,3421 11TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,414575,Very Good,1468,3427 11TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,419380,Very Good,2356,3429 11TH PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,5,2,465900,Good,2659,3309 5TH STREET SE,Congress Heights,Ward 8,SE
1,1,N,3,2,240000,Average,1898,4245 6TH STREET SE,Congress Heights,Ward 8,SE
1,1,Y,3,2,188000,Average,2461,131 DARRINGTON STREET SW,Congress Heights,Ward 8,SW
2,0,Y,4,2,215151,Very Good,4000,4300 MARTIN LUTHER KING JR AVENUE SW,Congress Heights,Ward 8,SW
3,1,Y,3,2,408855,Very Good,1239,1103 TRENTON PLACE SE,Congress Heights,Ward 8,SE
4,1,Y,4,3,460090,Very Good,1239,1105 TRENTON PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,438690,Very Good,2034,1107 TRENTON PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,419000,Very Good,2043,1111 TRENTON PLACE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,330000,Average,2529,768 UPSAL STREET SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,370000,Very Good,2610,754 UPSAL STREET SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,348000,Good,1932,4008 COLE BOULEVARD SE,Congress Heights,Ward 8,SE
1,1,N,3,2,240000,Good,2500,477 VALLEY AVENUE SE,Congress Heights,Ward 8,SE
2,0,Y,3,1,377000,Good,7813,3815 1ST STREET SE,Congress Heights,Ward 8,SE
2,0,N,3,2,295000,Good,4000,134 MISSISSIPPI AVENUE SE,Congress Heights,Ward 8,SE
1,1,Y,3,1,444000,Very Good,7059,4142 2ND STREET SW,Congress Heights,Ward 8,SW
2,1,Y,2,3,335000,Very Good,1907,4001 MARTIN LUTHER KING JR AVENUE SW,Congress Heights,Ward 8,SW
2,1,Y,4,2,399900,Good,4000,519 LEBAUM STREET SE,Congress Heights,Ward 8,SE
1,1,Y,3,2,320000,Good,2160,3307 MARTIN LUTHER KING JR AVENUE SE,Congress Heights,Ward 8,SE
2,0,Y,3,2,388250,Very Good,3140,258 OAKWOOD STREET SE,Congress Heights,Ward 8,SE
1,1,N,3,2,160000,Average,2070,3971 1ST STREET SW,Congress Heights,Ward 8,SW
1,0,N,3,2,220000,Average,2200,3984 2ND STREET SW,Congress Heights,Ward 8,SW
3,1,Y,4,3,420000,Very Good,3178,4301 SOUTH CAPITOL STREET SW,Congress Heights,Ward 8,SW
3,1,Y,4,3,440000,Very Good,3000,4303 SOUTH CAPITOL STREET SW,Congress Heights,Ward 8,SW
3,1,Y,4,3,430000,Very Good,3000,4305 SOUTH CAPITOL STREET SW,Congress Heights,Ward 8,SW
2,1,Y,3,2,215000,Very Good,3817,255 OAKWOOD STREET SE,Congress Heights,Ward 8,SE
2,0,Y,4,2,235406,Very Good,3076,120 DARRINGTON STREET SW,Congress Heights,Ward 8,SW
2,0,N,3,2,235000,Average,2500,214 MALCOLM X AVENUE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,380000,Good,2781,501 OAKWOOD STREET SE,Congress Heights,Ward 8,SE
1,1,N,3,2,264730,Average,5483,3937 MARTIN LUTHER KING JR AVENUE SW,Congress Heights,Ward 8,SW
1,1,Y,2,2,280000,Average,2464,112 FORRESTER STREET SW,Congress Heights,Ward 8,SW
2,0,N,3,2,197060,Average,2410,3961 MARTIN LUTHER KING JR AVENUE SW,Congress Heights,Ward 8,SW
1,0,Y,2,2,275000,Average,6116,4044 MARTIN LUTHER KING JR AVENUE SW,Congress Heights,Ward 8,SW
2,0,N,2,2,80000,Average,2500,237 VALLEY AVENUE SE,Congress Heights,Ward 8,SE
2,1,Y,4,2,238875,Average,1305,4629 6TH STREET SE,Congress Heights,Ward 8,SE
2,0,Y,3,2,186000,Good,2028,3443 24TH STREET SE,Randle Heights,Ward 8,SE
1,0,Y,2,2,260000,Average,2845,3469 24TH STREET SE,Randle Heights,Ward 8,SE
2,0,Y,3,2,330000,Good,1607,2248 SOUTHERN AVENUE SE,Randle Heights,Ward 8,SE
4,1,Y,3,3,462000,Very Good,1246,1117 TRENTON PLACE SE,Congress Heights,Ward 8,SE
2,1,Y,2,2,375000,Very Good,1280,4043 MARTIN LUTHER KING JR AVENUE SW,Congress Heights,Ward 8,SW
3,1,Y,4,2,188000,Good,1886,501 LEBAUM STREET SE,Congress Heights,Ward 8,SE
1,0,N,2,2,251000,Average,2750,621 ATLANTIC STREET SE,Congress Heights,Ward 8,SE
4,1,Y,3,3,460385,Very Good,1232,1125 TRENTON PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,51000,Very Good,1232,1127 TRENTON PLACE SE,Congress Heights,Ward 8,SE
3,1,Y,3,2,153750,Very Good,1900,1137 TRENTON PLACE SE,Congress Heights,Ward 8,SE
4,1,Y,3,3,153750,Very Good,1232,1139 TRENTON PLACE SE,Congress Heights,Ward 8,SE
4,1,Y,3,3,153750,Very Good,1232,1141 TRENTON PLACE SE,Congress Heights,Ward 8,SE
4,1,Y,3,3,153750,Very Good,1232,1143 TRENTON PLACE SE,Congress Heights,Ward 8,SE
4,1,Y,3,3,153750,Very Good,1232,1145 TRENTON PLACE SE,Congress Heights,Ward 8,SE
1,0,Y,3,2,205706,Average,2340,1107 CONGRESS STREET SE,Congress Heights,Ward 8,SE
1,1,N,3,2,202000,Average,1412,420 MELLON STREET SE,Congress Heights,Ward 8,SE
2,0,Y,2,2,230000,Good,1748,433 LEBAUM STREET SE,Congress Heights,Ward 8,SE
0,1,Y,2,2,349900,Very Good,1708,427 LEBAUM STREET SE,Congress Heights,Ward 8,SE
3,1,Y,4,2,395500,Good,3732,749 UPSAL STREET SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,198000,Excellent,1980,4018 WAHLER COURT SE,Congress Heights,Ward 8,SE
2,0,Y,3,2,130200,Very Good,1446,3667 HORNER PLACE SE,Congress Heights,Ward 8,SE
2,0,N,2,2,180000,Average,1170,3671 HORNER PLACE SE,Congress Heights,Ward 8,SE
2,1,Y,3,2,270000,Excellent,2045,831 H R DRIVE SE,Congress Heights,Ward 8,SE
1,1,Y,3,2,354000,Average,1438,214 NEWCOMB STREET SE,Congress Heights,Ward 8,SE
1,0,Y,3,2,215000,Average,2750,133 MISSISSIPPI AVENUE SE,Congress Heights,Ward 8,SE
1,0,Y,3,2,310000,Average,2625,408 ORANGE STREET SE,Congress Heights,Ward 8,SE
3,1,Y,4,2,455000,Very Good,4000,452 OAKWOOD STREET SE,Congress Heights,Ward 8,SE
3,1,Y,4,2,445000,Very Good,2500,111 MISSISSIPPI AVENUE SE,Congress Heights,Ward 8,SE
1,0,N,2,1,160960,Fair,2875,3827 HALLEY TERRACE SE,Congress Heights,Ward 8,SE
1,1,N,3,2,145776,Average,3110,600 FORRESTER STREET SE,Congress Heights,Ward 8,SE
1,1,N,3,2,40000,Average,1800,1225 SAVANNAH STREET SE,Congress Heights,Ward 8,SE
2,1,N,3,2,350000,Good,2433,763 UPSAL STREET SE,Congress Heights,Ward 8,SE
2,0,Y,6,2,389000,Good,6422,162 JOLIET STREET SW,Congress Heights,Ward 8,SW
1,1,Y,3,2,160000,Average,1386,714 BONINI ROAD SE,Congress Heights,Ward 8,SE
1,0,Y,2,2,261900,Average,1528,632 SOUTHERN AVENUE SE,Congress Heights,Ward 8,SE
1,0,N,2,2,225000,Good,1528,618 SOUTHERN AVENUE SE,Congress Heights,Ward 8,SE
2,0,Y,2,2,193000,Good,2000,103 BRANDYWINE PLACE SW,Congress Heights,Ward 8,SW
2,1,Y,2,2,354000,Very Good,1069,4042 2ND STREET SW,Congress Heights,Ward 8,SW
2,1,Y,4,2,350000,Good,2220,202 SAVANNAH STREET SE,Congress Heights,Ward 8,SE
